Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
20710038,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20710295,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20710526,00000140,false,Rx,0,8,55,3F,D3,06,BD,17,27,00,
20710768,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20714616,00000120,false,Rx,0,8,0B,02,0E,00,D9,0E,22,39,
20714854,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
20720046,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20720293,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20720525,00000140,false,Rx,0,8,55,3F,D4,06,BD,17,27,00,
20720767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20724635,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20724873,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20730044,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20730290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20730522,00000140,false,Rx,0,8,55,3F,D4,06,BD,17,27,00,
20730774,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20734642,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20734880,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20740041,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20740288,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20740519,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,27,00,
20740772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20744662,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20744899,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
20750040,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20750286,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20750518,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,27,00,
20750770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20754671,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20754908,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20760204,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20760452,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20760683,00000140,false,Rx,0,8,55,3F,D3,06,BC,17,27,00,
20760934,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20764690,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
20764936,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20770026,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20770283,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20770535,00000140,false,Rx,0,8,55,3F,D3,06,BC,17,27,00,
20770788,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20774699,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
20774935,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
20780045,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20780292,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20780523,00000140,false,Rx,0,8,55,3F,D3,06,BC,17,27,00,
20780775,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20784707,00000120,false,Rx,0,8,0B,02,0E,00,D9,0E,22,39,
20784954,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20790042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20790289,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20790520,00000140,false,Rx,0,8,55,3F,D3,06,BC,17,27,00,
20790772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20794727,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
20794963,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20800042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20800288,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20800520,00000140,false,Rx,0,8,55,3F,D4,06,BD,17,27,00,
20800772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20804737,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
20804984,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
20810040,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20810287,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20810518,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,27,00,
20810770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20814754,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
20814992,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20820037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20820284,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20820515,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,27,00,
20820767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20824772,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
20825010,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20830035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20830292,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20830514,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,27,00,
20830766,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20834791,00000120,false,Rx,0,8,0B,02,0E,00,D8,0E,22,39,
20835028,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
20840043,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20840289,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20840521,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,27,00,
20840773,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20844799,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20845037,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20850042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20850290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20850520,00000140,false,Rx,0,8,55,3F,D6,06,BD,17,27,00,
20850772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20854809,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20855047,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
20860154,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20860402,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20860633,00000140,false,Rx,0,8,55,3F,D5,06,BC,17,28,00,
20860885,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20864828,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20865066,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20870040,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20870288,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20870518,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,28,00,
20870770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20874847,00000120,false,Rx,0,8,0B,02,0E,00,D8,0E,22,39,
20875084,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20880047,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20880295,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20880525,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,28,00,
20880777,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20884855,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20885092,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
20890035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20890283,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20890524,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,28,00,
20890765,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20894864,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
20895110,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
20900042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20900290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20900521,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,28,00,
20900773,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20904882,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
20905118,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20910039,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20910287,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20910518,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,28,00,
20910770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20914889,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
20915135,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
20920037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20920285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20920515,00000140,false,Rx,0,8,55,3F,D5,06,BD,17,28,00,
20920767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20924907,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
20925144,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20930035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20930283,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20930523,00000140,false,Rx,0,8,55,3F,D6,06,BD,17,28,00,
20930765,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20934926,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
20935162,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
20940042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20940290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20940521,00000140,false,Rx,0,8,55,3F,D6,06,BD,17,28,00,
20940773,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20944935,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
20945171,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
20950042,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20950290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20950520,00000140,false,Rx,0,8,55,3F,D6,06,BD,17,28,00,
20950772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20954945,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20955192,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
20960197,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20960444,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20960676,00000140,false,Rx,0,8,55,3F,D6,06,BD,17,28,00,
20960928,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20964964,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20965200,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
20970028,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20970276,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20970507,00000140,false,Rx,0,8,55,3F,D5,06,BC,17,28,00,
20970759,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20974972,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
20975219,00000121,false,Rx,0,8,95,07,34,04,00,00,00,00,
20980037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20980285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20980515,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,28,00,
20980767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20984990,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
20985237,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
20990034,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
20990282,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
20990523,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,28,00,
20990765,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
20995008,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
20995244,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21000043,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21000290,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21000520,00000140,false,Rx,0,8,55,3F,D4,06,BC,17,28,00,
21000772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21005016,00000120,false,Rx,0,8,0B,02,0E,00,D9,0E,22,39,
21005253,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
21010041,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21010287,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21010528,00000140,false,Rx,0,8,55,3F,DB,06,BC,17,28,00,
21010770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21015024,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21015271,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
21020039,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21020285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21020516,00000140,false,Rx,0,8,55,3F,E1,06,BD,17,28,00,
21020768,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21025043,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21025279,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21030036,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21030283,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21030513,00000140,false,Rx,0,8,55,3F,E6,06,BD,17,27,00,
21030767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21035061,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21035297,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
21040033,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21040280,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21040510,00000140,false,Rx,0,8,55,3F,EA,06,BD,17,27,00,
21040764,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21045068,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
21045315,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21050041,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21050288,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21050518,00000140,false,Rx,0,8,55,3F,EC,06,BD,17,27,00,
21050771,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21055087,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21055335,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
21060153,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21060400,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21060630,00000140,false,Rx,0,8,55,3F,ED,06,BC,17,27,00,
21060884,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21065095,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21065343,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
21070037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21070284,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21070514,00000140,false,Rx,0,8,55,3F,EE,06,BC,17,27,00,
21070768,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21075114,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21075352,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21080035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21080282,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21080512,00000140,false,Rx,0,8,55,3F,EF,06,BC,17,27,00,
21080765,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21085122,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21085360,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
21090033,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21090280,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21090521,00000140,false,Rx,0,8,55,3F,F0,06,BC,17,27,00,
21090774,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21095151,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
21095389,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21100041,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21100287,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21100518,00000140,false,Rx,0,8,55,3F,F0,06,BC,17,27,00,
21100772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21105160,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
21105397,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21110039,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21110286,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21110526,00000140,false,Rx,0,8,55,3F,F0,06,BC,17,27,00,
21110769,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21115177,00000120,false,Rx,0,8,0B,02,0E,00,D8,0E,22,39,
21115415,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
21120037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21120283,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21120524,00000140,false,Rx,0,8,55,3F,F0,06,BC,17,27,00,
21120767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21125185,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
21125423,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21130034,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21130280,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21130521,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,27,00,
21130764,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21135193,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21135431,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21140032,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21140279,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21140520,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,27,00,
21140763,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21145204,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21145440,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
21150040,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21150287,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21150517,00000140,false,Rx,0,8,55,3F,F1,06,BD,17,27,00,
21150770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21155221,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21155458,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21160193,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21160450,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21160683,00000140,false,Rx,0,8,55,3F,F2,06,BD,17,27,00,
21160934,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21165240,00000120,false,Rx,0,8,0B,02,0E,00,D8,0E,22,39,
21165476,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21170025,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21170271,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21170512,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,27,00,
21170755,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21175258,00000120,false,Rx,0,8,0B,02,0E,00,D8,0E,22,39,
21175494,00000121,false,Rx,0,8,8E,07,34,04,00,00,00,00,
21180032,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21180279,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21180521,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,27,00,
21180773,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21185266,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21185513,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21190030,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21190277,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21190519,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,27,00,
21190771,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21195284,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21195521,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
21200038,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21200285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21200516,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,27,00,
21200768,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21205302,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21205538,00000121,false,Rx,0,8,8F,07,34,04,00,00,00,00,
21210035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21210282,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21210523,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,28,00,
21210765,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21215309,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21215546,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21220032,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21220279,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21220521,00000140,false,Rx,0,8,55,3F,F1,06,BC,17,28,00,
21220773,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21225318,00000120,false,Rx,0,8,0B,02,0E,00,D9,0E,22,39,
21225554,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
21230031,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21230288,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21230519,00000140,false,Rx,0,8,55,3F,F2,06,BD,17,28,00,
21230772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21235337,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21235573,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21240030,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21240276,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21240518,00000140,false,Rx,0,8,55,3F,F3,06,BD,17,28,00,
21240770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21245346,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21245583,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21250038,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21250285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21250516,00000140,false,Rx,0,8,55,3F,F3,06,BD,17,28,00,
21250768,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21255364,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21255600,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
21260149,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21260397,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21260628,00000140,false,Rx,0,8,55,3F,F3,06,BD,17,28,00,
21260880,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21265372,00000120,false,Rx,0,8,0B,02,0E,00,DB,0E,22,39,
21265609,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21270033,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21270280,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21270511,00000140,false,Rx,0,8,55,3F,F3,06,BD,17,28,00,
21270763,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21275390,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21275627,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21280032,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21280278,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21280520,00000140,false,Rx,0,8,55,3F,F4,06,BD,17,28,00,
21280762,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21285399,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21285646,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
21290029,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21290276,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21290518,00000140,false,Rx,0,8,55,3F,F4,06,BD,17,28,00,
21290770,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21295417,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21295653,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
21300037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21300284,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21300515,00000140,false,Rx,0,8,55,3F,F3,06,BC,17,28,00,
21300767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21305435,00000120,false,Rx,0,8,0B,02,0E,00,D6,0E,22,39,
21305673,00000121,false,Rx,0,8,91,07,34,04,00,00,00,00,
21310034,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21310281,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21310522,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,28,00,
21310764,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21315453,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
21315692,00000121,false,Rx,0,8,94,07,34,04,00,00,00,00,
21320032,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21320278,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21320520,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,28,00,
21320772,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21325461,00000120,false,Rx,0,8,0B,02,0E,00,D5,0E,22,39,
21325700,00000121,false,Rx,0,8,92,07,34,04,00,00,00,00,
21330028,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21330276,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21330517,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,28,00,
21330769,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21335479,00000120,false,Rx,0,8,0B,02,0E,00,D7,0E,22,39,
21335718,00000121,false,Rx,0,8,90,07,34,04,00,00,00,00,
21340037,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
21340285,00000111,false,Rx,0,8,01,42,00,00,00,00,00,00,
21340515,00000140,false,Rx,0,8,55,3F,F2,06,BC,17,28,00,
21340767,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
21345488,00000120,false,Rx,0,8,0B,02,0E,00,DA,0E,22,39,
21345727,00000121,false,Rx,0,8,93,07,34,04,00,00,00,00,
21350035,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
