Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
130486,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
131491,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
131733,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
136240,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
136476,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
140237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
140485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
141489,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
141742,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
146259,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
146495,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
150234,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
150482,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
151487,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
151739,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
156266,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
156503,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
160408,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
160655,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
161485,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
161737,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
166284,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
166522,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
170229,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
170477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
171482,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
171734,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
176292,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
176530,00000121,false,Rx,0,8,92,07,33,04,00,00,00,00,
180236,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
180484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
181479,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
181731,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
186310,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
186548,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
190234,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
190492,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
191487,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
191739,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
196328,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
196566,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
200242,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
200490,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
201485,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
201737,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
206336,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
206584,00000121,false,Rx,0,8,93,07,33,04,00,00,00,00,
210239,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
210487,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
211492,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
211734,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
216344,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
216592,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
220237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
220484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
221479,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
221731,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
226362,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
226599,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
230266,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
230512,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
231487,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
231739,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
236380,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
236617,00000121,false,Rx,0,8,93,07,33,04,00,00,00,00,
240233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
240490,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
241484,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
241736,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
246389,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
246636,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
250240,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
250487,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
251482,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
251734,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
256408,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
256644,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
260353,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
260599,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
261481,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
261734,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
266416,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
266664,00000121,false,Rx,0,8,94,07,33,04,00,00,00,00,
270237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
270484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
271489,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
271732,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
276435,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
276672,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
280235,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
280485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
281479,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
281732,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
286453,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
286691,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
290233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
290484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
291477,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
291730,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
296461,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
296699,00000121,false,Rx,0,8,93,07,33,04,00,00,00,00,
300240,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
300481,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
301484,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
301737,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
306480,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
306718,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
310239,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
310490,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
311482,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
311726,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
316489,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
316726,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
320237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
320487,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
321480,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
321723,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
326506,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
326743,00000121,false,Rx,0,8,93,07,33,04,00,00,00,00,
330233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
330484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
331487,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
331730,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
336513,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
336751,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
340242,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
340482,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
341486,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
341729,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
346532,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
346770,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
350239,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
350480,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
351484,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
351727,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
356540,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
356778,00000121,false,Rx,0,8,93,07,33,04,00,00,00,00,
360475,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
360723,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
361479,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
361723,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
366559,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
366797,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
370215,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
370466,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
371479,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
371722,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
376568,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
376806,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
380234,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
380485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
381478,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
381731,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
386608,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
386825,00000121,false,Rx,0,8,92,07,33,04,00,00,00,00,
390233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
390484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
391477,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
391721,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
396598,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
396835,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
400233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
400483,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
401476,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
401719,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
406615,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
406853,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
410240,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
410491,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
411485,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
411728,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
416624,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
416862,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
420228,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
420479,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
421483,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
421736,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
426644,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
426883,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
430238,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
430478,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
431472,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
431724,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
436663,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
436901,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
440235,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
440476,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
441469,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
441722,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
446671,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
446909,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
450234,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
450485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
451469,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
451721,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
456682,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
456919,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
460347,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
460598,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
461468,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
461720,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
466701,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
466938,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
470232,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
470483,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
471477,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
471729,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
476709,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
476946,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
480230,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
480481,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
481475,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
481727,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
486728,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
486965,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
490228,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
490478,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
491472,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
491725,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
496747,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
496983,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
500237,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
500477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
501471,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
501723,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
506756,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
506992,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
510234,00000110,false,Rx,0,8,90,07,01,00,00,00,00,00,
510485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
511469,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
511721,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
516763,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
516999,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
520231,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
520482,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
521465,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
521718,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
526781,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
527017,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
530250,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
530490,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
531464,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
531716,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
536789,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
537036,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
540236,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
540487,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
541471,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
541713,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
546807,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
547044,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
550235,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
550486,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
551470,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
551722,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
556826,00000120,false,Rx,0,8,0B,02,0E,00,DE,0E,22,39,
557062,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
560397,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
560638,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
561466,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
561718,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
566834,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
567080,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
570220,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
570472,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
571465,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
571717,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
576852,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
577089,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
580238,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
580480,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
581462,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
581714,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
586861,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
587108,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
590237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
590478,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
591471,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
591723,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
596880,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
597116,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
600235,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
600477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
601470,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
601722,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
606888,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
607134,00000121,false,Rx,0,8,92,07,33,04,00,00,00,00,
610232,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
610484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
611466,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
611719,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
616906,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
617142,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
620229,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
620482,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
621464,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
621716,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
626913,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
627160,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
630237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
630479,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
631461,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
631713,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
636932,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
637168,00000121,false,Rx,0,8,92,07,33,04,00,00,00,00,
640235,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
640487,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
641470,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
641712,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
646950,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
647187,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
650233,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
650485,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
651457,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
651710,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
656959,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
657195,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
660345,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
660596,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
661465,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
661717,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
666976,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
667213,00000121,false,Rx,0,8,92,07,33,04,00,00,00,00,
670228,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
670480,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
671463,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
671705,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
676985,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
677222,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
680237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
680489,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
681461,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
681713,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
687004,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
687241,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
690235,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
690477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
691459,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
691711,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
697012,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
697249,00000121,false,Rx,0,8,91,07,33,04,00,00,00,00,
700232,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
700484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
701456,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
701708,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
707032,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
707269,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
710232,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
710484,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
711456,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
711708,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
717050,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
717288,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
720232,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
720483,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
721465,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
721717,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
727060,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
727297,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
730230,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
730481,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
731463,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
731716,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
737067,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
737305,00000121,false,Rx,0,8,8F,07,33,04,00,00,00,00,
740238,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
740478,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
741461,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
741713,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
747085,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
747323,00000121,false,Rx,0,8,8D,07,33,04,00,00,00,00,
750237,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
750477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
751460,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
751712,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
757096,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
757342,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
760399,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
760639,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
761457,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
761710,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
767114,00000120,false,Rx,0,8,0B,02,0E,00,DC,0E,22,39,
767351,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
770221,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
770472,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
771455,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
771708,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
777122,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
777368,00000121,false,Rx,0,8,8E,07,33,04,00,00,00,00,
780229,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
780480,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
781452,00000140,false,Rx,0,8,01,3C,00,00,BD,00,00,00,
781705,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
787139,00000120,false,Rx,0,8,0B,02,0E,00,DD,0E,22,39,
787376,00000121,false,Rx,0,8,90,07,33,04,00,00,00,00,
790236,00000110,false,Rx,0,8,95,07,01,00,00,00,00,00,
790477,00000111,false,Rx,0,8,00,00,00,00,00,00,00,00,
